Name_of_Church,Address,City,State,Zip,Phone,Pasors,Email,Web,ONA,Accessible,Fax,Latitude,Logitude,Distance,_type
Central St. Matthew United Church of Christ,1333 S Carrollton Ave ,New Orleans ,LA,70118-2003,504-861-8196,Rev. Philip K. Brockett,office@centralstmatthewucc.com,http://www.centralstmatthewucc.com,Y,Y,524-851-8197,29.947836,-90.128398,38.1,UccscraperItem
First Trinity Evangelical United Church of Christ,5122 West Esplanade Ave.,Metairie ,LA,70003-3449,504-488-9000,Paul J. Pic ,firsttrinityevan@aol.com,null,N,Y,null,30.01226,-90.222456,39,UccscraperItem
Good Shepherd United Church of Christ,5122 W Esplanade Ave ,Metairie ,LA,70006-2552,504-454-0764,Pastor Randall Graf,gsucc@gsucc.com,http://www.gsucc.com/,N,Y,504-454-0769,30.016705,-90.20128,39.9,UccscraperItem
Freedom Fellowship UCC ,2307 Bienville Ave.,New Orleans,LA,70119-5703,504-251-0465,Darrin Harris ,,,Y,Y,,	29.9749,-90.0878,41,UccscraperItem
Beecher Memorial Congregational UCC ,1914 N Miro St ,New Orleans ,LA,70119-1623,504-947-2128,Pastor Gwen Smith & Pastor Brenda B. Square,,http://www.beechermemorial.org,N,Y,504-949-2125,29.978965,-90.064278,42.1,UccscraperItem
United Church of Gainesville ,1624 NW Fifth Ave ,Gainesville ,FL,32603-1609,352-378-3500,Shelly Ann Wilson ,info@ucgainesville.org,http://www.ucgainesville.org,Y,Y,352-378-0501,29.65536,-82.34292,41,UccscraperItem
"The United Church of Christ of St. Augustine, Inc",5880 Us Hwy 1 S ,Saint Augustine ,FL,32086-7868,904-797-5187,Donna Cooney ,info@uccofstaugustine.comcastbiz.net,http://www.uccofstaugustine.org/,Y,Y,null,29.795241,-81.308388,23.4,UccscraperItem
Congregational Church of Austin UCC ,408 W 23rd St ,Austin ,TX,78705-5214,512-472-2370,Rev. Tom J. VandeStadt ,ucausti@swbell.net,http://congregationalchurchofaustin.org,Y,Y,512-472-1175,30.286305,-97.741541,25.1,UccscraperItem
Trinity Church of Austin,4001 Speedway,Austin,TX,78751-4627,512-459-5835,Rev. Sid Hall,info@tumc.org,http://tumc.org,Y,N,,30.3109,-97.725,27,UccscraperItem
Rolling Hills Community Church,6201 Lohman Ford Rd ,Lago Vista ,TX,78645-5114,512-267-2942,The Rev. Gary L. Olsen ,writeus@rhcc4.org,http://www.rhcc4.org,N,Y,512-267-6807,30.453877,-97.979747,31.3,UccscraperItem
Church of the Savior ,3402 Little Elm Trl ,Cedar Park ,TX,78613-5271,512-331-5274,Rev. Mary Street Wilson,pastor@icots.org,http://www.icots.org,Y,Y,null,30.46254,-97.818039,33.7,UccscraperItem
United Christian Church ,3500 W Parmer Ln ,Austin ,TX,78727-3031,512-218-8110,Rev. John MacIver Gage ,church@uccaustin.org,http://www.uccaustin.org/,Y,Y,512-218-8190,30.422937,-97.708707,33.9,UccscraperItem
Open Cathedral United Church of Christ, 501 Municipal Dr.,Leander,TX,78641-2373,(512)956-6088,,ryan@opencathedral.org,http://www.opencathedral.org,N,N,,30.574111,	-97.857997,40.4,UccscraperItem
St. Peter's Church of Coupland UCC ,108 Wathen St ,Coupland ,TX,78615,512-856-2433,Rev. Martin Garrison,stpeters@spcucc.org,http://www.spcucc.org,N,Y,null,30.451474,-97.403511,31.6,UccscraperItem
St. John's UCC of Burton,516 N. Colorado St.,Burton ,TX,77835-9800,979-289-2485,Rev. Glen E. Schoeneberg ,glens@millenicom.com,http://stjohnsburton.com,N,Y,979-289-2711,30.183098,-96.594019,27.4,UccscraperItem
Friedens UCC of Gay Hill,255 Geers Rd ,Brenham ,TX,77833,(979)255-0256,Rev. Darrin G. Holub ,,,N,Y,,30.209852,-96.422214,37.5,UccscraperItem
Evangelical United Church of Christ ,320 Silver Maple Dr ,Caldwell,TX,77836,979-596-1456,Rev. Darrin G. Holub ,lyonsevangelicalucc@gmail.com,null,N,Y,null,30.4366,-96.5003,42.4,UccscraperItem
Friedens Church of Washington UCC ,20301 Fm 1155 E ,Washington ,TX,77880-9800,936-878-2523,Greg Felder ,pastor@friedenschurch.com,http://www.friedenschurch.com,N,Y,(936)878-2523,30.29811,-96.234028,26,UccscraperItem
Friends Congregational UCC ,2200 Southwood Dr ,College Station ,TX,77845-5142,979-693-7021,Rev. Dr. Dan De Leon ,office@friends-ucc.org,http://www.friends-ucc.org,Y,Y,,30.595832,-96.307306,42.6,UccscraperItem
Pensacola Beach Community Church ,920 Panferio Dr ,Pensacola Beach ,FL,32561-2248,850-932-6628,James C. Coyl,pnsbeachchurch@att.net,http://www.thebeachchurch.com,N,Y,850-932-6884,30.339089,-87.114005,32.9,UccscraperItem
United Church of Pensacola,2000 E Lloyd St,Pensacola,FL,32503-5788,850-281-3964,,RevPatrickRogers@aol.com,,Y,Y,,30.430989,-87.191654,35,UccscraperItem
United Church in Tallahassee UCC ,1834 Mahan Dr ,Tallahassee ,FL,32308-5203,850-878-7385,Nancy L. Dahlberg ,uctoffice@gmail.com,http://www.uctonline.org,Y,Y,,30.45174,-84.25164,34.5,UccscraperItem
Shalom Center Ministry ,Edgewood Avenue Christian Church,Jacksonville,FL,32205,904-376-9040,Jacques Mervil ,hosogift@yahoo.com,,N,N,904-683-1319,30.3057,	-81.719,27,UccscraperItem
Riverside UCC ,2858 Post Street ,Jacksonville ,FL,32205,904-710-4994,Linda Dowling Girouex ,ldgirouex@aol.com,http://www.riverside-ucc.org,Y,Y,,30.319494,-81.683949,29,UccscraperItem
Arlington Congregational UCC ,431 University Blvd N ,Jacksonville ,FL,32211-6953,904-724-7433,Bruce A. Havens ,accucc@live.com,http://www.accucc.org,Y,Y,,30.323384,-81.605161,32.5,UccscraperItem
Hope United,Heritage Oaks Clubhouse ,Georgetown ,TX,78633,(512)843-5097,The Rev. Ron Trimmer ,pastor@hopegeorgetown.org,http://www.hopegeorgetown.org,Y,N,,30.692626,-97.710881,21.7,UccscraperItem
First Samoan Congregational Christian Church ,1st Cavalry Division Memorial Chapel ,Fort Hood ,TX,76544-2618,254-547-7272,Menise Sasa ,,,N,Y,,31.114767,-97.879241,43,UccscraperItem
Faith United Church of Christ of Bryan,2901 Austin's Colony Pkwy ,Bryan ,TX,77808-2265,979-776-5191,Rev. Karl Tewold,tewold5274@aol.com,http://faithuccbryan.org,N,Y,,30.678394,-96.333428,41.6,UccscraperItem
Open Table: A Community of Faith ,151 S Ann St,Mobile,AL,36604-2302,251-545-1011,Ellen Guice Sims ,pastor@opentableucc.org,http://www.opentableucc.org,Y,Y,,30.68141,-88.066446,28.7,UccscraperItem
Bethany Congregational UCC ,1122 Lester St ,Thomasville ,GA,31792-7015,229-226-8503,James Banks,bethanycongregationalucc@gmail.com,http://bethanycongregationalucc.weebly.com,N,Y,229-226-6602,30.819891,-83.986101,37.7,UccscraperItem
Evergreen Congregational UCC ,497 Meridian Road ,Beachton ,GA,31792-,229-377-2036,Artis Johnson ,tchill.hill105@gmail.com,,N,Y,,30.831,-83.9403,40.4,UccscraperItem
New Vision Congregational Church UCC,96072 Chester Rd,Yulee,FL,32097,904-225-0539,Kathy Melton Burton,nvcucc@gmail.com,http://www.newvisioncongregationalchurch.org,Y,Y,,30.629604,-81.546769,28.5,UccscraperItem
United Churches Fellowship UCC ,1049 W Mariposa Ranch Rd ,Nogales ,AZ,85621-4559,(520)761-1813,Emery Boepple ,unitedchurches@qwestoffice.net,,Y,Y,,31.35716,-110.96305,40.2,UccscraperItem
Sierra Vista Community UCC ,240 N Hwy 90 ,Sierra Vista ,AZ,85635,520-458-4895,,admin@svcucc.tuccoxmail.com,http://www.sierravistacommunityucc.org,N,Y, ,31.51932,-110.22762,39.2,UccscraperItem
The Gathering ,5237 S. Bryant,San Angelo,TX,76902-9549,325-374-1566,,thegatheringsanangelo@yahoo.com,http://thegatheringsanangelo.org/,Y,Y,325-655-9390,31.410749,-100.438924,28.5,UccscraperItem
St. John UCC of Robinson,100 S Robinson Dr ,Robinson ,TX,76706-5604,254-662-0621,Rev. Scott A. Spence,stjohnucctx@gmail.com,http://www.stjohnrobinson.org,N,Y,,31.470835,-97.116774,39.6,UccscraperItem
St. Paul UCC of Marlin,212 FM 2307,Marlin ,TX,76661-9723,(979)219-1112,Ludy Manthei ,ludy1145@gmail.com,,N,Y,,31.3111,	-96.8886,42.1,UccscraperItem
St. John UCC of Otto,FM 2603 & CR 165 ,Otto ,TX,76675,254-896-3004,Lawrence G. Felice ,,,N,Y,,31.456185,-96.80104,33.6,UccscraperItem
Friedens Evangelical & Reformed UCC ,107 S. Wiebusch St ,Riesel ,TX,76682,254-896-2381,,pozsi@email.com,http://www.friedens-riesel.com,N,Y,254-896-2381,31.504166,-96.927248,35,UccscraperItem
Liberty Congregational Christian UCC ,,Brantley ,AL,36009,334-222-4030,Woody B. Clark ,,null,N,Y,null,31.590079,-86.257524,43.1,UccscraperItem
The Good Shepherd UCC ,17750 S La Canada Dr ,Sahuarita ,AZ,85629-9122,520-625 1375,Randal J. Mayer ,seeyou@thegoodshepherducc.org,http://www.thegoodshepherducc.org,Y,Y,520-625-7230,31.927658,-110.994324,41.9,UccscraperItem
Tombstone Community Congregational UCC ,120  East Allen St ,Tombstone ,AZ,85638,520-457-3498,Butch Sliker,tccc@powerc.net,,N,Y,,31.713825,-110.020091,31.9,UccscraperItem
Iglesia La Trinidad Congregational UCC ,3125 Rivera St ,El Paso ,TX,79905-3519,915-999-1831,Jessie Sustaita ,jsustaita60@hotmail.com,,N,Y,,31.77156,-106.45746,37.1,UccscraperItem
Revolution United Church of Christ ,Please call 915-861-9124 for meeting location,El Paso,TX,79903,(915)471-0603,Deborah Clugy-Soto ,revoucc@yahoo.com,http://www.revolutionucc.org,Y,Y,,31.7718,-106.3036,22,UccscraperItem
Peace United Church of Christ El Paso,Rio Norte Retirement Center,El Paso,TX,79936,,Fredric Arthur Brightman  & Lynn B. Brightman ,pucc@peaceuccep.org,http://www.peaceuccep.org,Y,Y,,31.768941,-106.285064,22.4,UccscraperItem
Zion United Church of Womack,1411 F M 219 ,Clifton ,TX,76634-4636,254-675-3599,,jjordan.womackchurch@gmail.com,,N,Y,254-675-2054,31.779377,-97.584152,31.2,UccscraperItem
St. Paul's UCC of Gerald,117 Gerald Ln ,Elm Mott ,TX,76640-3514,254-822-1115,Jeff Richter,stpaulsuccgerald@gmail.com,,N,Y,,31.717274,-97.039184,31,UccscraperItem
First United Church ,310 W Pine St ,West ,TX,76691-1431,254-826-3115,,,,N,Y,,31.801911,-97.093966,31.7,UccscraperItem
New Hope Congregational Christian UCC ,676 County Rd 23 ,Clio ,AL,36017,256-397-2606,Robert Foreman ,,null,N,N,null,31.700142,-85.583271,28.2,UccscraperItem
Midway Congregational Church UCC ,8815 E Oglethorpe Hwy ,Midway ,GA,31320-4156,912-884-2037,Lawrence Timothy Evans ,mccuccsec@yahoo.com,,N,Y,,31.76922,-81.34992,42.6,UccscraperItem
First Congregational UCC ,421 Habersham St ,Savannah ,GA,31401-5012,912-236-6521,,,,N,Y,912-236-0772,32.06946,-81.09078,39.6,UccscraperItem
Tucson Marshallese Ministry,Church of the Painted Hills UCC ,Tucson ,AZ,85745-1652,520-869-6948,,ctakiah@hotmail.com,,N,Y,,32.236116,-111.035989,31.7,UccscraperItem
Church of the Painted Hills UCC ,3295 West Speedway Blvd ,Tucson ,AZ,85745-1652,520-624-5715,Teresa Cowan Jones,office@cphucc.org,http://www.cphucc.org,Y,Y,520-388-9910,32.23602,-111.03312,31.8,UccscraperItem
Sacred Space,3202 E First Street,Tucson,AZ,85716-4207,520-318-3557,Teresa Cowan Jones,info@sacredspacetucson.org,http://www.sacredspacetucson.org/,Y,Y,,32.247,	-110.9235,37.8,UccscraperItem
Casas Adobes Congregational UCC ,6801 N Oracle Rd ,Tucson ,AZ,85704-4222,520-297-1181,Lee John Milligan ,info@casasadobesucc.org,http://www.casasadobesucc.org,Y,Y,520-531-0175,32.32974,-110.97606,38.2,UccscraperItem
Rincon Congregational UCC ,122 N Craycroft Rd ,Tucson ,AZ,85711-3238,520-745-6237,Delle McCormick ,office@rinconucc.org,http://www.rinconucc.org,Y,Y,,32.22356,-110.875089,39.8,UccscraperItem
Oro Valley UCC ,1401 E El Conquistador Way ,Oro Valley ,AZ,85704,520-742 7333,James W. Briney ,orovalleyucc@msn.com,http://www.orovalleyucc.org,N,Y,520-742-9333,32.3859,-110.94678,41.9,UccscraperItem
First Christian Church ,1809 El Paseo Rd ,Las Cruces ,NM,88001,575-524-3245,Linda Mervine ,fcc-DOC@zianet.com,http://www.firstchristianlc.org,N,Y,,32.290782,-106.764478,24.3,UccscraperItem
Woodland Christian Church UCC ,2472 FM 1844 ,Longview ,TX,75605-7667,903-663-2438,,office@woodlandchristianlex.org,http://www.wcclv.org,Y,Y,903-603-2825,32.590806,-94.786047,42.6,UccscraperItem
Safe Harbor Family Church United Church of Christ,1345 Flowood Dr,Flowood,MS,39232,601-906-8934,Amber Kirkendoll,,http://www.safeharborfamilychurch.org/,Y,Y,,32.312629,-90.138458,30.2,UccscraperItem
Union United Church of Christ ,500 W County Line Rd ,Tougaloo ,MS,39174,601-977-6163,Larry L. Johnson ,,null,N,Y,601-977-6143,32.400189,-90.174749,33.5,UccscraperItem
Community Congregational ,3481 South Court St ,Montgomery ,AL,36105-1607,334-265-4411,,,,N,Y,334-265-4442,32.344543,-86.308069,26.3,UccscraperItem
Unity UCC ,2311 Oxford Dr ,Montgomery ,AL,36111-2921,334-288-2007,Bennie R. Liggins ,unityworshipctr@knology.net,null,N,Y,334-288-4422,32.33748,-86.257241,27.3,UccscraperItem
First Cong Christian Church UCC ,638 High St At Union ,Montgomery ,AL,36104-4624,334-262-1887,Wendy Coleman,,null,N,Y,-,32.3714,-86.3003,28.1,UccscraperItem
Praxis UCC - Americus,422 Lakewood Ave,Americus,GA,31719,774-257-5475,Kirk Lyman-Barner,kirk@praxisucc.org,http://www.praxisucc.org/,N,N,866-737-7923,32.12192,-84.256228,16.6,UccscraperItem
Old Town Community Church UCC ,2444 Congress St ,San Diego ,CA,92110-2819,619-296-6880,Alexander B. Achacoso ,otcc@juno.com,http://www.otcc.us,N,N,null,32.75118,-117.1938,24.9,UccscraperItem
Mission Hills UCC ,4070 Jackdaw St ,San Diego ,CA,92103-1729,619-296-2169,M Scott Landis ,missionhillsucc@sbcglobal.net,http://www.missionhillsucc.org,Y,Y,619-296-2115,32.75118,-117.17358,25.7,UccscraperItem
Community Cong Church of Pacific Beach UCC ,2088 Beryl St ,San Diego ,CA,92109-3403,858-274-6600,Elvin Harrison,,http://www.cccpb.org/,Y,Y,,32.808214,-117.233766,26.3,UccscraperItem
Community Congregational UCC ,276 F St ,Chula Vista ,CA,91910-2815,619-422-9263,Rev. Sharon R Graff ,communitycong@sbcglobal.net,http://www.chulavistachurch.com,N,Y,619-422-0952,32.6413,-117.0782,26.5,UccscraperItem
Pioneer Ocean View UCC ,2550 Fairfield St ,San Diego ,CA,92110-2208,619-276-4881,Mary Sue Brookshire ,povucc@sbcglobal.net,http://www.pioneeroceanviewucc.com,Y,Y,619-276-4895,32.788141,-117.194446,26.7,UccscraperItem
First Samoan Congregational UCC ,1715 E 17th St ,National City ,CA,91950-5003,null,Fa'Avae Fiatoa ,,null,N,N,null,32.673032,-117.085708,26.9,UccscraperItem
San Diego Marshallese UCC,4328 Alabama St.,San Diego,CA,92104,619-299-5259,Palukne Johnny ,rjel4@aol.com,null,N,Y,null,32.756368,-117.142557,27.3,UccscraperItem
Congregational UCC ,1216 Cave St ,La Jolla ,CA,92037-3601,858-459-5045,,office@lajollaucc.org,http://www.lajollaucc.org,Y,Y,,32.84802,-117.27108,27.4,UccscraperItem
United Church of Christ of Paradise Hills ,5810 Alleghany St ,San Diego ,CA,92139-1712,619-479-3796,Nerice Kaufman ,uccph@sbcglobal.net,null,N,Y,null,32.679529,-117.065808,28.2,UccscraperItem
University City United Church UCC ,2877 Governor Dr ,San Diego ,CA,92122-2119,858-453-3444,Iona C Dickinson ,ucuc@ucuc.org,http://www.ucuc.org,Y,Y,,32.849555,-117.222052,29,UccscraperItem
"Christian Fellowship Congregational Church of San Diego, United Church of Christ",1601 Kelton Rd ,San Diego ,CA,92114-1235,619-262-8095,J. Lee Hill Jr ,info@christianfellowshipucc.org,http://www.christianfellowshipucc.org/,N,Y,null,32.7237,-117.07452,29.2,UccscraperItem
Kensington Community UCC ,4773 Marlborough Dr ,San Diego ,CA,92116-2513,619-284-1129,Darryl W. Kistler ,info@kensingtonucc.com,http://www.kensingtonucc.com,Y,Y,619-284-0160,32.76444,-117.10554,29.3,UccscraperItem
United Church of Christ of La Mesa ,5940 Kelton Ave ,La Mesa ,CA,91942-2873,619-464-1519,Paula J Elizabeth ,office@ucclm.com,http://www.ucclm.org,Y,Y,619-741-1372,32.78706,-117.01776,34.4,UccscraperItem
Ola Mo Keriso Congregational Christian Church,1131 Five D Dr,El Cajon,CA,92021,619-441-9795,Makerusa Porotesano ,,null,N,N,null,32.813818,-116.946349,38.9,UccscraperItem
Community Church of Poway UCC ,13501 Community Rd ,Poway ,CA,92064-4064,858-748-3304,Glen Duane Larsen Jr ,ccpucc@sbcglobal.net,http://www.ccpucc.org,N,Y,858-748-3507,32.960081,-117.039512,41.5,UccscraperItem
Alpine Community Church UCC ,2225 W Victoria Dr ,Alpine,CA,91903-3655,619-445-2110,Thomas C. Truscott ,acc1894@acc.sdcoxmail.com,http://www.alpinecommunitychurch.com/,N,Y,619-445-4919,32.836454,-116.766717,26.9,UccscraperItem
First Congregational of Ramona UCC ,404 Eighth St ,Ramona ,CA,92065-2315,760-789-3348,David A. Auten,office@fccramona.org,http://www.fccramona.org,N,Y,760-789-3724,33.042801,-116.863662,38.2,UccscraperItem
Yuma United Church of Christ ,1700 S 1st Ave Ste 312,Yuma,AZ,85364-5749,928-257-0516,Bonnie McNair,mail@uccyuma.org,http://www.uccyuma.org/,Y,Y,,32.696689,-114.620327,26,UccscraperItem
Silver City UCC,Silver City Women's Club,Silver City,NM,88061,575-519-4103,Tyler Connoley & Tina Squire ,silvercityucc@gmail.com,,Y,N,,32.782633,-108.271313,23.6,UccscraperItem
First Congregational Church United Church of Christ,4201 Trail Lake Dr ,Fort Worth ,TX,76109-3541,817-923-2990,Rev. Lee Ann Bryce ,office@fortworthucc.org,http://www.fwfccucc.org,Y,Y,817-923-9473,32.688851,-97.372897,38.8,UccscraperItem
First Samoan United Christian UCC ,RR 1 ,Arlington ,TX,76010,817-275-0121,Perenise F. Taito ,,null,N,N,null,32.720277,-97.084062,28.6,UccscraperItem
Embrace United Church of Christ,2801 Forest Ridge Drive,Bedford,TX,76021-4639,817-354-4673,The Rev. Ken Ehrke,pastor@embraceucc.com,http://embraceucc.com,Y,Y,,	32.851706,	-97.143439,31.9,UccscraperItem
Promise United Church of Christ,2527 W Colorado Blvd,Dallas,TX,75211,214-623-8400,,promiseucc@promiseucc.org,http://www.promiseucc.org/,Y,Y,,32.760088,-96.863396,41.2,UccscraperItem
Cathedral of Hope UCC of Dallas,5910 Cedar Springs Rd ,Dallas ,TX,75235-6806,214-351-1901,Rev. Neil Cazares-Thomas,info@cathedralofhope.com,http://www.cathedralofhope.com/,Y,Y,214-351-6099,32.827646,-96.833204,24.6,UccscraperItem
First Community UCC ,9120 Ferguson Rd ,Dallas ,TX,75228-5150,214-823-2117,"Rev. Ed Middleton, Jr.",office@fccdfw.org,http://www.fccdfw.org,Y,N,214-321-9484,32.81474,-96.694639,28.1,UccscraperItem
St. Paul Evangelical & Reformed UCC ,6464 E Lovers Ln ,Dallas ,TX,75214-2227,214-368-7788,Ken Crawford,stpaulsucc@sbcglobal.net,http://www.stpauluccdallas.org,N,Y,214-346-0448,32.851652,-96.749248,28.3,UccscraperItem
Central Congregational UCC of Dallas,5600 Royal Ln ,Dallas ,TX,75229-5533,(214)363-1300,Rev. Christine M. Ng ,office@centraluccdallas.org,http://www.centraluccdallas.org,Y,Y,214-369-8939,32.894604,-96.812141,29.3,UccscraperItem
Cosmopolitan United Church of Christ,1200 Metrocrest Dr ,Carrollton ,TX,75006-5735,(972)414-1210,Bernard Bassig,bernardbassig@cosmopolitanucc.org,http://www.cosmopolitanucc.org,N,Y,,32.95485,-96.886302,32,UccscraperItem
Round Grove UCC ,249 E FM 3040 (Round Grove Rd) ,Lewisville ,TX,75067-8304,972-315-2777,Byron S. Wells ,roundgrove@juno.com,http://www.roundgroveunitedchurch.org,N,Y,972-315-1540,33.004,-96.985952,34.7,UccscraperItem
New Church-Chiesa Nuova,"17290 Preston Rd., Suite 100",Dallas,TX,75252-4026,(469)606-3065,Jo Gayle Hudson ,thenewchurch633@gmail.com,http://www.thenewchurch.com,N,Y,,32.986551,-96.803387,35.4,UccscraperItem
Firewheel United Church of Christ,2605 3rd St.,Sachse,TX,75078,972-824-9085,Rev. Kathy J. Fox ,newviewofgod@yahoo.com,http://www.christchurchuccplano.com,Y,Y,,32.9773,	-96.5858,40.8,UccscraperItem
First Congregational UCC ,602 Clay St ,Marion ,AL,36756-2412,334-683-6660,Eulas D. Kirtdoll ,,null,N,N,null,32.627678,-87.328243,40.2,UccscraperItem
Sandy Creek UCC ,County Rd 114 ,Lafayette ,AL,36862,334-864-7768,Wayde J. Washburn ,wjwashburn@charter.net,http://www.sandycreekucc.org/,N,Y,null,32.986801,-85.415825,33.9,UccscraperItem
Antioch Congregational Christian UCC ,2462 County Rd 237 ,Roanoke ,AL,36274,334-863-6394,,,null,N,Y,null,33.096412,-85.39081,41.6,UccscraperItem
Oak Grove Congregational Christian UCC ,1264 Oakgrove Rd ,Pine Mountain ,GA,31822-9029,null,,lwhawkins@bellsouth.net,null,N,Y,null,32.90412,-84.9216,28.2,UccscraperItem
Jones Chapel Congregational Christian Church UCC ,12989 Hwy 85 ,Woodbury ,GA,30293-0624,706-553-5091,William Lawrence ,,null,N,Y,706-553-5091,32.99742,-84.61008,41.1,UccscraperItem
Circular Congregational UCC ,150 Meeting St ,Charleston ,SC,29401-2218,843-577-6400,Jeremy Rutledge,circularchurch@bellsouth.net,http://www.circularchurch.org/,Y,Y,843-958-0594,32.778762,-79.93142,38.3,UccscraperItem
Neighborhood Congregational UCC ,340 Saint Anns Dr ,Laguna Beach ,CA,92651-2739,949-494-8061,,info@ncclaguna.org,http://www.ncclaguna.org,Y,Y,949-376-3152,33.537543,-117.776791,39.2,UccscraperItem
First Samoan Congregational Church of Mesa Margarita ,141 Canyon Dr.,Oceanside,CA,92054,,Malaki Tauiliili ,,,N,N,,	33.192683,-117.36256,39.3,UccscraperItem
Pilgrim UCC ,2020 Chestnut Ave ,Carlsbad ,CA,92008-2715,760-729-6311,Madison T. Shockley Ii ,pilgrim.ucc@sbcglobal.net,http://www.pilgrimucc.org,Y,Y,760-729-5617,33.16164,-117.32514,40.7,UccscraperItem
"Community Church, Congregational ",611 Heliotrope Ave ,Corona Del Mar ,CA,92625-2220,949-644-7400,Bruce Van Blair ,communitychurch@cdmucc.org,http://www.cdmucc.org,N,N,949-644-7724,33.600687,-117.87171,42.1,UccscraperItem
Marshallese Ministry of Orange County UCC ,611 Heliotrope Ave ,Corona Del Mar ,CA,92625-,657-210-4344,Riten Menke ,rev.ritenmenke@gmail.com,,N,Y,,33.600352,-117.869267,42.1,UccscraperItem
First Samoan Cong Christian Church of Oceanside UCC ,745 Avenida De Benito Juarez ,Vista ,CA,92083-3506,619-262-5068,Pulenu'Utu F. Tafaoa ,,null,N,Y,null,33.20972,-117.247146,20.6,UccscraperItem
